0.000000 -642.899041 0.000000 1.000000 0.000000
0.100000 -642.899041 0.000000 1.000000 0.000000
0.200000 -642.899041 0.000000 1.000000 0.000000
0.300000 -642.899041 0.000000 1.000000 0.000000
0.400000 -642.899041 0.000000 1.000000 0.000000
0.500000 -642.899041 0.000000 1.000000 0.000000
0.600000 -642.899041 0.000000 1.000000 0.000000
0.700000 -642.899041 0.000000 1.000000 0.000000
0.800000 -642.899041 0.000000 1.000000 0.000000
0.900000 -642.899041 0.000000 1.000000 0.000000
1.000000 -642.899041 0.000000 1.000000 0.000000
1.100000 -642.899041 0.000000 1.000000 0.000000
1.200000 -642.899041 0.000000 1.000000 0.000000
1.300000 -642.899041 0.000000 1.000000 0.000000
1.400000 -642.899041 0.000000 1.000000 0.000000
1.500000 -642.899041 0.000000 1.000000 0.000000
1.600000 -642.899041 0.000000 1.000000 0.000000
1.700000 -642.899041 0.000000 1.000000 0.000000
1.800000 -642.641201 0.000000 0.999604 0.000000
1.900000 -642.899041 0.000000 1.000000 0.000000
2.000000 -642.899041 0.000000 1.000000 0.000000
2.100000 -642.899041 0.000000 1.000000 0.000000
2.200000 -642.899041 0.000000 1.000000 0.000000
2.300000 -642.899041 0.000000 1.000000 0.000000
2.400000 -642.641201 0.000000 0.999604 0.000000
2.500000 -642.641201 0.000000 0.999604 0.000000
2.600000 -642.899041 0.000000 1.000000 0.000000
2.700000 -641.868740 0.000000 0.998424 0.000000
2.800000 -642.641201 0.000000 0.999604 0.000000
2.900000 -642.899041 0.000000 1.000000 0.000000
3.000000 -642.125522 0.000000 0.998812 0.000000
3.100000 -642.383361 0.000000 0.999208 0.000000
3.200000 -642.899041 0.000000 1.000000 0.000000
3.300000 -641.867682 0.000000 0.998416 0.000000
3.400000 -640.684284 0.038676 0.996484 0.000059
3.500000 -640.501132 0.059078 0.996317 0.000091
3.600000 -639.009408 0.063158 0.993918 0.000097
3.700000 -640.578697 0.081367 0.996438 0.000124
3.800000 -638.902526 0.103938 0.993862 0.000160
3.900000 -639.057230 0.090244 0.994100 0.000139
4.000000 -636.908149 0.058748 0.990796 0.000090
4.100000 -638.057918 0.103673 0.992540 0.000162
4.200000 -638.903235 0.064461 0.993865 0.000099
4.300000 -636.325841 0.085008 0.989904 0.000128
4.400000 -635.184167 0.103781 0.988110 0.000165
4.500000 -636.463509 0.127150 0.990028 0.000194
4.600000 -634.899856 0.222778 0.987634 0.000342
4.700000 -627.647149 0.170713 0.975990 0.000259
4.800000 -630.739902 0.085446 0.981262 0.000131
4.900000 -629.444259 0.162525 0.979256 0.000250
5.000000 -628.787068 0.241342 0.978190 0.000383
5.100000 -623.725645 0.135972 0.970370 0.000219
5.200000 -623.918530 0.406673 0.970564 0.000628
5.300000 -622.708707 0.259471 0.968205 0.000399
5.400000 -619.415892 0.153804 0.963432 0.000216
5.500000 -618.031765 0.315981 0.961326 0.000519
5.600000 -615.341020 0.273988 0.957610 0.000432
5.700000 -610.603744 0.174249 0.950477 0.000280
5.800000 -607.472563 0.152964 0.944553 0.000244
5.900000 -610.042157 0.129908 0.948959 0.000212
6.000000 -603.580960 0.172441 0.938897 0.000274
6.100000 -602.496341 0.392739 0.936640 0.000621
6.200000 -594.048730 0.236253 0.923678 0.000389
6.300000 -594.797910 0.287602 0.924600 0.000435
6.400000 -585.892302 0.243555 0.911416 0.000402
6.500000 -583.148938 0.187970 0.906996 0.000220
6.600000 -583.648932 0.451982 0.906858 0.000785
6.700000 -577.629793 0.282145 0.898613 0.000456
6.800000 -574.652713 0.270595 0.893214 0.000468
6.900000 -568.507130 0.368687 0.883042 0.000564
7.000000 -561.666222 0.333001 0.871256 0.000567
7.100000 -550.019189 0.417248 0.854074 0.000824
7.200000 -554.725085 0.635295 0.860784 0.000891
7.300000 -540.927378 0.319504 0.838899 0.000494
7.400000 -545.681503 0.267918 0.845440 0.000460
7.500000 -534.224745 0.541700 0.827224 0.000849
7.600000 -535.811394 0.651969 0.830439 0.000970
7.700000 -513.749147 0.518779 0.793145 0.000804
7.800000 -509.513086 0.562860 0.787347 0.000884
7.900000 -518.530788 0.334336 0.799462 0.000591
8.000000 -499.739467 0.514794 0.770505 0.000860
8.100000 -484.279310 0.237093 0.745167 0.000377
8.200000 -476.168682 0.654523 0.735396 0.000967
8.300000 -468.895071 0.588489 0.720496 0.000972
8.400000 -464.835233 0.374672 0.714008 0.000671
8.500000 -463.090807 0.304947 0.710236 0.000464
8.600000 -444.479465 0.256950 0.679766 0.000376
8.700000 -435.706653 0.322814 0.666791 0.000493
8.800000 -423.643488 0.332215 0.644410 0.000571
8.900000 -431.424708 0.318107 0.658810 0.000486
9.000000 -408.170709 0.280506 0.620248 0.000467
9.100000 -395.972803 0.576639 0.593290 0.001067
9.200000 -387.216281 0.432544 0.577032 0.000717
9.300000 -377.685973 0.242149 0.568641 0.000410
9.400000 -371.709078 0.376988 0.561573 0.000527
9.500000 -348.747667 0.273804 0.513245 0.000552
9.600000 -325.250445 0.525633 0.472010 0.000915
9.700000 -327.018661 0.282431 0.474998 0.000547
9.800000 -305.239266 0.538794 0.440938 0.001135
9.900000 -325.677483 0.505297 0.473890 0.000779

